bpm_confidence,distance_threshold_factor,clean_beats_threshold,overlap_threshold,early_beat_threshold,late_beat_threshold,missed_beat_threshold,mode_interval,nudge_amount,f_measure,cmlt,amlt
0.9,0.1,0.07,0.1,0.7,1.1,1.8,0.001,0.5,0.8408726905188151,0.8276986746950676,0.8906071687411857
0.9,0.1,0.07,0.2,0.7,1.5,1.7,0.001,0.5,0.8495480481235178,0.8358748659293712,0.8804465850036652
0.9,0.1,0.07,0.4,0.7,1.4,1.7,0.001,0.5,0.9030643375787096,0.8908551866594475,0.916176487744906
0.9,0.1,0.07,0.4,0.7,1.2,1.6,0.001,0.5,0.8984059662143034,0.8846877166571219,0.9010155185402108
0.9,0.1,0.07,0.2,0.6,1.2,1.9,0.001,0.5,0.8717530437616567,0.857661002562626,0.8881363471484497
0.9,0.1,0.07,0.3,0.8,1.1,1.9,0.001,0.5,0.8183898803930332,0.8068525191087946,0.902302165701844
0.9,0.1,0.07,0.4,0.6,1.1,1.7,0.001,0.5,0.8222473605294863,0.8067996415715232,0.8786349237200396
0.9,0.1,0.07,0.3,0.7,1.1,1.9,0.001,0.5,0.8376949868302258,0.8260828296756619,0.9022797975157696
0.9,0.1,0.07,0.3,0.7,1.2,1.7,0.001,0.5,0.8866880485852545,0.8738075280396222,0.8974977169842007
0.9,0.1,0.07,0.1,0.8,1.1,1.9,0.001,0.5,0.8191884010652065,0.807947195128542,0.8987871595989487
0.9,0.1,0.07,0.1,0.5,1.5,1.7,0.001,0.5,0.8571247341212492,0.8374109255626759,0.8794863022262738
0.9,0.1,0.07,0.3,0.8,1.2,1.6,0.001,0.5,0.8684202446917715,0.855068459268479,0.9054253068530996
0.9,0.1,0.07,0.2,0.5,1.1,1.9,0.001,0.5,0.7935533173622272,0.7775219012634254,0.8636459445826388
0.9,0.1,0.07,0.4,0.8,1.1,1.6,0.001,0.5,0.8359406709772998,0.8192059988064926,0.8840285609736002
0.9,0.1,0.07,0.4,0.6,1.4,1.9,0.001,0.5,0.9055165151613112,0.8910504489922464,0.9077788415224464
0.9,0.1,0.07,0.1,0.6,1.1,1.7,0.001,0.5,0.82315918764265,0.8076179280966725,0.8772053860368705
0.9,0.1,0.07,0.1,0.6,1.3,1.6,0.001,0.5,0.8754009666203281,0.8589161203469103,0.8883570351390061
0.9,0.1,0.07,0.2,0.5,1.2,1.8,0.001,0.5,0.8384093822832669,0.8203106035298393,0.8661695554301637
0.9,0.1,0.07,0.1,0.6,1.1,1.9,0.001,0.5,0.8294333221717557,0.8158488414110646,0.8890477297568641
0.9,0.1,0.07,0.1,0.5,1.4,1.9,0.001,0.5,0.8598870116465309,0.8429111805678994,0.8782223032791829
0.9,0.2,0.1,0.3,0.6,1.2,1.8,0.001,0.5,0.8690882785226932,0.8572697836799702,0.8936737864554191
0.9,0.2,0.1,0.3,0.8,1.1,1.8,0.001,0.5,0.816963527789371,0.806801476531973,0.8992639898861339
0.9,0.15,0.05,0.4,0.6,1.5,1.8,0.001,0.5,0.8685597372671393,0.8527379594217911,0.8806254018947457
0.9,0.15,0.05,0.4,0.6,1.1,1.6,0.001,0.5,0.8352242445138764,0.820761125057451,0.8895095756903966
0.9,0.05,0.01,0.4,0.8,1.1,1.8,0.001,0.5,0.803699954171993,0.7909406515384795,0.8932969681152152
0.9,0.15,0.01,0.4,0.5,1.4,1.6,0.001,0.5,0.866955917804317,0.8497814049064057,0.8899189270816845
0.9,0.15,0.01,0.2,0.5,1.5,1.7,0.001,0.5,0.8537904146424192,0.8346019275360193,0.8768685810935247
0.9,0.2,0.05,0.3,0.6,1.3,1.6,0.001,0.5,0.8940171201841093,0.8801120795458521,0.910051618132912
0.9,0.15,0.1,0.2,0.6,1.3,1.6,0.001,0.5,0.9014944450041013,0.8877026104700023,0.9034351948727558
0.9,0.2,0.05,0.4,0.6,1.1,1.8,0.001,0.5,0.8431694684254905,0.8316932908792034,0.8901003780050705
0.9,0.2,0.05,0.2,0.7,1.1,1.7,0.001,0.5,0.8497889892536378,0.8386924221177545,0.895373480171962
0.9,0.2,0.05,0.3,0.6,1.3,1.7,0.001,0.5,0.8960173761625768,0.8827584899916253,0.9131887720526156
0.9,0.05,0.05,0.4,0.7,1.2,1.9,0.001,0.5,0.8557188968575353,0.8432926372407795,0.9041548224553791
0.9,0.2,0.01,0.4,0.7,1.4,1.6,0.001,0.5,0.8987388055797179,0.8870502862909595,0.921087158615241
0.9,0.05,0.1,0.1,0.6,1.3,1.9,0.001,0.5,0.8598956295694359,0.8451628470099743,0.8954670858230513
0.9,0.2,0.1,0.4,0.6,1.1,1.6,0.001,0.5,0.8501000358754902,0.8357895409180236,0.8914200250921458
0.9,0.15,0.01,0.3,0.5,1.3,1.9,0.001,0.5,0.8529252274272501,0.8367013375887677,0.8843195348927457
0.9,0.2,0.05,0.4,0.8,1.3,1.8,0.001,0.5,0.8822256711960538,0.8724601965834923,0.9101653277103484
0.9,0.2,0.05,0.2,0.7,1.2,1.8,0.001,0.5,0.8665943087439083,0.8568657547963227,0.8987110488473256
0.9,0.05,0.1,0.4,0.5,1.5,1.6,0.001,0.5,0.8676707490350437,0.8481390595721059,0.8818947591458783
0.9,0.1,0.01,0.3,0.6,1.4,1.9,0.001,0.5,0.900367496900479,0.8859348516595881,0.9080234280648312
0.9,0.1,0.05,0.1,0.8,1.1,1.8,0.001,0.5,0.8187883919832026,0.8061055949849899,0.892188714928696
0.9,0.15,0.1,0.2,0.5,1.3,1.8,0.001,0.5,0.8488893249629581,0.8337835060561984,0.8890006615442054
0.9,0.1,0.01,0.4,0.8,1.1,1.8,0.001,0.5,0.8103335004069097,0.7972093473277839,0.8943892391155747
0.9,0.1,0.01,0.4,0.5,1.1,1.7,0.001,0.5,0.7809649131738762,0.7622362389570957,0.8495003670130812
0.9,0.2,0.05,0.4,0.7,1.2,1.9,0.001,0.5,0.8641372881852771,0.8543938995069422,0.903769051237464
0.9,0.1,0.01,0.3,0.5,1.3,1.7,0.001,0.5,0.8522860441806038,0.8328412709727562,0.8699349572658086
0.9,0.1,0.05,0.4,0.8,1.4,1.8,0.001,0.5,0.8913412455329757,0.879661661263811,0.9100760682322604
0.9,0.15,0.1,0.1,0.7,1.4,1.8,0.001,0.5,0.8712155359755606,0.8606450899877293,0.909937869941256
0.9,0.05,0.1,0.4,0.6,1.4,1.7,0.001,0.5,0.9069099269148652,0.8925292759858207,0.9171523215041396
0.9,0.1,0.1,0.2,0.5,1.3,1.9,0.001,0.5,0.8387153331293103,0.8221617612781883,0.8740018167151612
0.9,0.1,0.01,0.3,0.7,1.4,1.8,0.001,0.5,0.9051812864080284,0.8929521184645034,0.918320538144386
0.9,0.05,0.01,0.4,0.7,1.3,1.9,0.001,0.5,0.8814535518719899,0.8678364394843578,0.9133768539668706
0.9,0.1,0.05,0.2,0.7,1.1,1.8,0.001,0.5,0.8414479053935675,0.8282815931072228,0.8913793350010004
0.9,0.1,0.05,0.1,0.8,1.3,1.8,0.001,0.5,0.855262956570835,0.8429774530425347,0.9063085351612686
0.9,0.05,0.01,0.4,0.8,1.3,1.7,0.001,0.5,0.8796822098204292,0.8665430595129076,0.9056468078525932
0.9,0.2,0.1,0.3,0.8,1.1,1.6,0.001,0.5,0.8400216636745003,0.8292738884424424,0.8963107555259243
0.9,0.2,0.01,0.1,0.5,1.4,1.9,0.001,0.5,0.8605229394422534,0.8436156328006481,0.8844350284636038
0.9,0.15,0.1,0.4,0.5,1.5,1.7,0.001,0.5,0.856694024706559,0.8386500323695069,0.8810107299728349
0.9,0.05,0.05,0.1,0.6,1.2,1.8,0.001,0.5,0.8471519808692526,0.8308970800575101,0.879950068852057
0.9,0.05,0.1,0.1,0.8,1.4,1.8,0.001,0.5,0.8556315408640757,0.8442820408066468,0.9083749095970898
0.9,0.15,0.1,0.1,0.8,1.5,1.6,0.01,0.6,0.7966295276523104,0.7999034570699791,0.8778167825229934
0.9,0.05,0.01,0.1,0.7,1.4,1.7,0.01,0.6,0.8650562426180711,0.8728875308976813,0.9095141474242895
0.7,0.05,0.1,0.1,0.8,1.1,1.9,0.001,0.5,0.8009772429544637,0.7888745691917329,0.8974422780364136
0.9,0.05,0.05,0.3,0.8,1.1,1.8,0.005,0.4,0.7591766315629332,0.7759480444798913,0.8682597653931963
0.9,0.15,0.01,0.4,0.8,1.1,1.9,0.1,0.4,0.6222264467578796,0.6412253386277458,0.8201555803912995
0.5,0.05,0.01,0.1,0.6,1.2,1.6,0.01,0.6,0.8042244944641921,0.8034346499975417,0.8597980836943652
0.5,0.05,0.05,0.4,0.6,1.4,1.7,0.023,0.5,0.8994460588115836,0.884325456028103,0.9160087723007199
0.9,0.15,0.05,0.4,0.8,1.2,1.9,0.023,0.4,0.8000989596111913,0.8181770876204602,0.8994732019942917
0.7,0.15,0.01,0.2,0.6,1.5,1.7,0.005,0.4,0.8692742058496631,0.8505798987977539,0.8822387994419327
0.5,0.1,0.05,0.4,0.5,1.2,1.9,0.023,0.6,0.7968172982224201,0.782698416498774,0.8553469334868771
0.5,0.05,0.05,0.4,0.7,1.4,1.7,0.1,0.4,0.8461150038310908,0.8387325696163525,0.8825412163634533
0.5,0.15,0.1,0.1,0.8,1.5,1.9,0.001,0.6,0.781024833848783,0.7835714525155995,0.8786258857606719
0.9,0.05,0.05,0.1,0.6,1.2,1.6,0.01,0.5,0.8472909837448721,0.8296658680909463,0.8881339006816483
0.7,0.2,0.05,0.2,0.7,1.4,1.7,0.01,0.5,0.9016356846527898,0.8888325712141374,0.9261938963162487
0.9,0.15,0.1,0.2,0.8,1.4,1.7,0.023,0.5,0.8522363727030622,0.8351807760853732,0.9158024463938977
0.9,0.1,0.01,0.4,0.5,1.3,1.9,0.005,0.4,0.8022947598353792,0.7944274749308566,0.8585274459224196
0.7,0.1,0.01,0.1,0.5,1.1,1.7,0.005,0.5,0.7769065126105201,0.7596355158543191,0.8499288677654774
0.7,0.2,0.01,0.2,0.5,1.1,1.6,0.01,0.4,0.7677825092049464,0.766673014939834,0.8517387320027161
0.9,0.1,0.1,0.2,0.8,1.4,1.9,0.01,0.5,0.8316581952829836,0.8150611006485424,0.9130449958778784
0.9,0.05,0.01,0.2,0.8,1.4,1.6,0.01,0.4,0.7946514721420057,0.7888062708141704,0.8658269853570455
0.9,0.05,0.1,0.2,0.7,1.3,1.8,0.023,0.4,0.8552077069520843,0.8471906999629795,0.8985674282874964
0.7,0.1,0.1,0.3,0.7,1.1,1.9,0.1,0.5,0.6530516847635931,0.6406360179914227,0.8772515261622764
0.5,0.05,0.05,0.2,0.5,1.4,1.6,0.1,0.4,0.8793436545859986,0.8615238595968634,0.8948348924923064
0.9,0.2,0.1,0.4,0.8,1.5,1.6,0.01,0.5,0.8373737370406679,0.8192849625725692,0.8803138852984007
0.5,0.2,0.01,0.4,0.5,1.4,1.6,0.005,0.4,0.8804047213705987,0.8631456397591788,0.8967453277727704
0.7,0.05,0.05,0.2,0.7,1.5,1.9,0.023,0.5,0.880375224897949,0.8664947380705739,0.8979346865665159
0.7,0.2,0.1,0.2,0.8,1.5,1.9,0.01,0.6,0.8169776216005472,0.8213456729299573,0.8849246762475553
0.5,0.1,0.01,0.3,0.8,1.1,1.8,0.001,0.4,0.7339232877936099,0.7329620058570377,0.8702768559514502
0.7,0.1,0.05,0.4,0.5,1.1,1.9,0.001,0.6,0.7684520583619394,0.7547850821004937,0.8585810751849692
0.9,0.2,0.01,0.2,0.7,1.1,1.7,0.001,0.5,0.7886003349932076,0.7761705719828478,0.8857968487805877
0.5,0.05,0.01,0.3,0.7,1.1,1.9,0.01,0.5,0.7658376631455536,0.7513097450404674,0.8936620622723335
0.7,0.2,0.01,0.4,0.65,1.3,1.9,0.06,0.5,0.8616275829157675,0.8499188166028708,0.9008258727688063
0.5,0.2,0.05,0.1,0.7,1.5,1.9,0.06,0.5,0.8495753489150082,0.8346346068538644,0.8859421087014084
0.7,0.2,0.05,0.3,0.65,1.5,1.9,0.06,0.5,0.8806997611553533,0.8668769908375492,0.898150871782176
0.9,0.15,0.01,0.1,0.8,1.5,1.9,0.023,0.5,0.8028594951121311,0.7915246387820634,0.8813473888741871
0.5,0.2,0.01,0.3,0.65,1.2,1.6,0.1,0.5,0.8138434549309201,0.7985093531149485,0.8923759107105741
0.5,0.2,0.1,0.3,0.8,1.4,1.6,0.01,0.5,0.8539302535496686,0.8398046778451213,0.912607847115406
0.5,0.1,0.1,0.4,0.6,1.2,1.7,0.001,0.5,0.853500237015622,0.8403884599620267,0.8962165280979753
0.5,0.05,0.1,0.1,0.65,1.2,1.8,0.01,0.5,0.813316069658904,0.7980219989438523,0.8875444315719488
0.7,0.05,0.05,0.3,0.6,1.3,1.8,0.1,0.5,0.8908753564718048,0.8758871890671044,0.9181517395838121
0.7,0.1,0.1,0.4,0.8,1.3,1.6,0.023,0.5,0.8689298984854704,0.8569162987634177,0.8993279128565307
0.5,0.05,0.01,0.1,0.7,1.3,1.7,0.001,0.5,0.8378053323458139,0.8217290040157504,0.8921955825845292
0.5,0.2,0.1,0.4,0.65,1.2,1.6,0.01,0.5,0.843420108208492,0.8277609043013809,0.9012153531161203
0.5,0.15,0.05,0.2,0.6,1.3,1.9,0.01,0.5,0.8919677783935491,0.8772544727296925,0.9081816962409441
0.7,0.2,0.05,0.3,0.8,1.4,1.6,0.023,0.5,0.869420245506813,0.8577709888409483,0.9131114176964757
0.9,0.15,0.01,0.3,0.8,1.4,1.7,0.06,0.5,0.8384032957819757,0.8212757949155179,0.9021888522036134
0.5,0.1,0.05,0.4,0.65,1.5,1.7,0.001,0.5,0.8900443639792114,0.8739708869977665,0.8912564718930446
0.5,0.2,0.05,0.2,0.6,1.5,1.7,0.023,0.5,0.8913381287073051,0.8743258426932493,0.8974374993030123
0.7,0.05,0.05,0.4,0.7,1.4,1.8,0.01,0.5,0.9015675619952492,0.8883504701405467,0.9238075154062984
0.9,0.15,0.01,0.4,0.6,1.4,1.8,0.1,0.5,0.9092754732048327,0.8859699910162888,0.9164346821717855
0.5,0.05,0.1,0.3,0.65,1.4,1.6,0.1,0.5,0.8959683210940154,0.8783146467970242,0.9102326451118874
0.5,0.05,0.05,0.2,0.6,1.3,1.7,0.01,0.5,0.871703859823271,0.8543107826815831,0.9048859405981616
0.9,0.2,0.05,0.1,0.6,1.4,1.8,0.01,0.5,0.890046946955852,0.8724159325348595,0.9098546690839746
0.7,0.1,0.05,0.4,0.7,1.2,1.8,0.01,0.5,0.8694411302993933,0.8588803477899153,0.9003500558370666
0.5,0.2,0.1,0.4,0.8,1.2,1.9,0.001,0.5,0.8158602294778083,0.802895409817742,0.8931497148107274
0.7,0.2,0.1,0.4,0.8,1.5,1.7,0.001,0.5,0.8425816271808807,0.8293877902774696,0.8684750769979382
0.9,0.2,0.05,0.3,0.6,1.3,1.6,0.023,0.5,0.8944897804815494,0.8736280910109844,0.91448065929016
0.5,0.15,0.05,0.2,0.65,1.2,1.6,0.01,0.5,0.8483010333558465,0.8345709810878836,0.8957685859549742
0.7,0.05,0.01,0.4,0.7,1.3,1.6,0.1,0.5,0.8649414049779803,0.8512531703283406,0.9157804744036427
0.5,0.05,0.1,0.4,0.65,1.5,1.8,0.1,0.5,0.8996457778311391,0.880808597883539,0.9049930446490569
0.5,0.15,0.01,0.3,0.7,1.2,1.7,0.023,0.5,0.8439072758004589,0.8325335593239096,0.8898795149205436
0.7,0.2,0.01,0.2,0.65,1.4,1.8,0.06,0.5,0.8902089237929692,0.877266508075847,0.9085648592379624
0.9,0.2,0.1,0.1,0.8,1.4,1.7,0.01,0.5,0.8296624935790935,0.8187020987757253,0.8999550805068737
0.5,0.2,0.01,0.3,0.8,1.5,1.8,0.023,0.5,0.8551490154765377,0.8407320578806357,0.8865031018827875
0.7,0.05,0.01,0.4,0.65,1.5,1.6,0.01,0.5,0.8852631838173431,0.8687372041063205,0.9033055019123825
0.9,0.2,0.05,0.4,0.7,1.2,1.9,0.06,0.5,0.8155503827286108,0.8014008205000509,0.8979315031337152
0.9,0.2,0.01,0.2,0.8,1.3,1.8,0.001,0.5,0.8459099313868355,0.8349271042399681,0.9031302015465661
0.9,0.2,0.01,0.2,0.8,1.4,1.6,0.001,0.5,0.8448134007968092,0.8337143078046545,0.9043004668727128
0.5,0.2,0.01,0.2,0.7,1.3,1.6,0.01,0.5,0.8851841055641211,0.8698259072633424,0.9142506988130625
0.5,0.15,0.1,0.2,0.7,1.2,1.6,0.001,0.5,0.8448258835468048,0.8322529288014587,0.9032881621224013
0.9,0.05,0.1,0.2,0.8,1.4,1.9,0.1,0.5,0.8174069632512682,0.812257266436627,0.869865643249791
0.7,0.2,0.1,0.1,0.65,1.5,1.9,0.01,0.5,0.8372107975728276,0.8206394698331134,0.872646693870818
0.9,0.15,0.01,0.4,0.7,1.2,1.8,0.023,0.5,0.8369553968101127,0.8220851399383615,0.9071302259376678
